Accession,pvalue,log2FC,Gene,Label
A0A7P0T8Y0,0.959511513,-0.002781604,DDX60,NO
A0A7P0T8Y4,0.008930291,0.509763598,ALG11,NO
A0A7P0T907,0.003558575,1.264912257,PAX8,NO
A0A7P0T928,0.058012574,-0.118135577,AKAP9,NO
A0A7P0T938,0.069304992,0.285160974,KIAA1109,NO
A0A7P0T943,0.032103716,0.675015227,FAM126A,NO
A0A7P0T954,0.048477972,0.199848243,CUL4B,NO
A0A7P0T9A7,0.00089583,0.905773584,ADSL,NO
A0A7P0T9C1,0.013551764,0.498824528,ARL13B,NO
A0A7P0T9D8,0.410764669,-0.109102197,NAXD,NO
A0A7P0T9G4,0.023696666,0.191895982,ERCC6,NO
A0A7P0T9G7,0.093183688,0.194667035,MTR,NO
A0A7P0T9I9,0.007727695,0.456281984,NAMPT,NO
A0A7P0T9J6,0.444697391,0.085177772,SMPD4,NO
A0A7P0T9K5,0.000539178,-0.733465529,CIC,NO
A0A7P0T9U5,0.018873098,0.865484335,ALS2,NO
A0A7P0T9W6,0.002451885,-1.036772546,OAS3,NO
A0A7P0TA16,0.019535964,-0.092936678,VRK1,NO
A0A7P0TA35,0.005040363,-1.089783278,P4HB,NO
A0A7P0TA76,0.004179972,0.302926861,ACSL3,NO
A0A7P0TA85,0.001346882,0.644268555,BSG,NO
A0A7P0TAC5,0.419852076,-0.034544619,HTT,NO
A0A7P0TAE3,0.006862273,0.128787858,AKAP8L,NO
A0A7P0TAE9,0.014612028,-0.319335664,CANX,NO
A0A7P0TAG0,0.000118439,2.095718339,MMP14,NO
A0A7P0TAI3,0.690254992,-0.072159264,KMT2C,NO
A0A7P0TAQ9,0.012461353,0.166235172,DNAJC10,NO
A0A7P0TAR0,0.091014225,-0.136648776,AATF,NO
A0A7P0TB20,0.003211613,0.653361587,NOTCH1,NO
A0A7P0TBA9,0.048156589,-0.134240286,EIF2AK2,NO
A0A7P0TBC5,0.002017859,-1.398597952,ANO6,NO
A0A7P0TBH4,0.003492205,0.419526037,OPHN1,NO
A0A7P0TBJ4,0.022755032,0.363222861,RBPJ,NO
A0A7P0TBM9,0.098821678,0.151800662,BLM,NO
A0A7P0TBP9,0.036249079,0.165322579,IFIT5,NO
A0A7P0Z413,0.046357103,-0.502762148,TSEN54,NO
A0A7P0Z436,0.000424056,1.179212048,WDR62,NO
A0A7P0Z449,0.004033807,-0.440795984,ALG8,NO
A0A7P0Z481,0.004497621,-2.268603359,HMGCR,NO
A0A7P0Z497,0.006082371,-0.773329871,PPIB,NO
A0A7P0Z4A8,0.001213729,2.432807418,ANTXR2,NO
A0A7P0Z4D7,0.000648428,-0.406258886,DTNA,NO
A0A7P0Z4I7,0.069106942,-0.162369462,ATF6,NO
A0A804CAZ4,0.000512326,1.081347982,ARHGEF18,NO
A0A804CD06,0.065332079,-0.301832135,PTPA,NO
A0A804CDA6,0.004302871,0.465203166,DCTN1,NO
A0A804F6T5,0.005394141,0.66600762,PKM,NO
A0A804HHS7,0.004074269,0.462883677,TRIM5,NO
A0A804HI25,0.005851023,-1.328955843,DHCR7,NO
A0A804HI79,0.027665044,-0.380196387,RP9,NO
A0A804HI84,0.082399552,-0.154338884,SPG11,NO
A0A804HIC2,0.001359152,-0.444486485,TAF1,NO
A0A804HIG4,0.010981609,-0.290163459,LRPPRC,NO
A0A804HIJ2,0.015056597,-0.501328651,STAMBP,NO
A0A804HIS2,0.00134004,0.926484394,MAP4K5,NO
A0A804HIT3,0.001047206,-0.89230976,POMT2,NO
A0A804HIX3,0.632947472,-0.105471498,CEP63,NO
A0A804HJ40,0.011715482,-0.535078292,ZDHHC6,NO
A0A804HJ59,0.889426615,0.026965434,ZNF738,NO
A0A804HJB3,0.053681136,0.098381692,GLE1,NO
A0A804HJG7,0.012172065,0.178471584,CLASP2,NO
A0A804HJN6,0.521962613,-0.054626704,IARS1,NO
A0A804HJT4,0.000688563,0.711506225,SNX14,NO
A0A804HJX8,0.791998636,0.060786277,HECTD4,NO
A0A804HJZ5,0.001947069,-0.94691437,TBL1X,NO
A0A804HK65,0.005000766,-0.545836648,HSD17B4,NO
A0A804HKC9,0.259761435,-0.219249774,DDX60L,NO
A0A804HKD7,0.014805337,-0.603001133,RABGAP1L,NO
A0A804HKE7,0.000545797,0.789323993,MAP4,NO
A0A804HKF9,0.093561396,0.134103433,ERCC4,NO
A0A804HKG3,0.021921211,-0.574183028,BANP,NO
A0A804HKH9,0.008807363,0.222628715,AIP,NO
A0A804HKS6,0.005289088,0.254756593,NBEAL1,NO
A0A804HKW0,0.003736628,-2.087442635,SLC39A8,NO
A0A804HL12,0.006545785,0.832632784,MYCBP2,NO
A0A804HL13,0.10034787,-0.237986928,ARMC9,NO
A0A804HL50,0.011846006,-0.523963207,FRAS1,NO
A0A804HLB0,0.010412626,-0.862080379,SLC25A25,NO
A0A804HLI8,0.008013668,0.53802915,FAM111A,NO
A0AV96,0.002159736,-0.995059037,RBM47,NO
A0AVT1,0.000894897,0.780312907,UBA6,NO
A0FGR8-2,0.009522449,-0.398627718,ESYT2,NO
A0JLT2,0.121998939,0.239939226,MED19,NO
A0MZ66,0.009602629,-1.411987007,SHTN1,NO
A0PJW6,0.653048431,0.038100222,TMEM223,NO
A1A4S6,0.00067258,0.55355797,ARHGAP10,NO
A1L0T0,0.009981356,-0.184254997,ILVBL,NO
A1L188,0.139811909,0.150824443,NDUFAF8,NO
A1X283,0.000626616,1.215455618,SH3PXD2B,NO
A2A274,0.006164159,-0.636697391,ACO2,NO
A2A2V1,0.000223258,1.901923888,PRNP,NO
A2ABF8,0.001741378,-0.716780709,EHMT2,NO
A2AJT9,0.078826722,0.155122376,BCLAF3,NO
A2RRP1,0.009565935,-0.314276044,NBAS,NO
A2RTX5,0.035335497,-0.373046966,TARS3,NO
A2RU67,0.584096192,0.078889358,FAM234B,NO
A3KMH1,0.0087107,-0.973754656,VWA8,NO
A3KN83,0.390550621,-0.07222475,SBNO1,NO
A4D1E9,0.03110668,-0.145305985,GTPBP10,NO
A4D1P6,0.09223878,0.431687765,WDR91,NO
A4D1U4,0.007409576,0.716694498,DENND11,NO
A4UGR9,0.080050844,-0.242936162,XIRP2,NO
A5A3E0,0.011958323,0.465229543,POTEF,NO
A5D8V6,0.001364547,-0.599853256,VPS37C,NO
A5PLN9,0.015827317,-0.383340414,TRAPPC13,NO
A5YKK6,0.052387087,0.089175051,CNOT1,NO
A6ND36,0.011442737,0.446488594,FAM83G,NO
A6NDG6,0.001356632,0.80001067,PGP,NO
A6NDU8,0.057321095,-0.528795419,C5orf51,NO
A6NEM2,0.000462013,-0.565348264,HCFC1,NO
A6NF51,0.005886881,0.442101468,BPNT1,NO
A6NFI3,0.000791734,-1.383558387,ZNF316,NO
A6NFQ2,0.755820118,0.026605806,TCAF2,NO
A6NFV8,0.012530557,0.44181969,DTNBP1,NO
A6NFX8,0.018368406,0.275693056,NUDT5,NO
A6NGH8,0.200334761,-0.12831271,ANKRD61,NO
A6NHL2,0.103772802,0.258386438,TUBAL3,NO
A6NHR9,0.021744297,0.181277616,SMCHD1,NO
A6NHX0,0.07925688,-0.405277154,CASTOR2,NO
A6NIH7,0.048453579,-0.274823828,UNC119B,NO
A6NJ78,0.018121414,-0.424686101,METTL15,NO
A6NK58,0.004783414,-0.90457783,LIPT2,NO
A6NKD9,0.011152857,-0.244602427,CCDC85C,NO
A6NLN1,0.196459284,-0.162605574,PTBP1,NO
A6NML8,0.003854702,0.697215735,DIAPH2,NO
A6NMN0,0.022688487,-0.321190436,PHKA1,NO
A6NMQ1,0.273587889,0.054201337,POLA1,NO
A6NMQ3,0.080902611,-0.225020239,ENSA,NO
A6NMT1,0.009290495,0.951482439,HDAC8,NO
A6NN50,0.004351606,-0.952315751,OBSL1,NO
A6PVU8,0.706925011,-0.043373322,TUFT1,NO
A6PW57,0.00085095,0.564798654,PIP5K1A,NO
A7KAX9,0.035918319,0.289227627,ARHGAP32,NO
A7MCY6,0.005034347,0.342863969,TBKBP1,NO
A8CG34,0.017502514,-0.384458159,POM121C,NO
A8DPD7,0.008485583,0.154661221,ZYG11B,NO
A8MTY0,0.00571065,-0.680117694,ZNF724,NO
A8MTY9,0.058796433,-0.590612764,VPS26C,NO
A8MU27,0.008749045,0.453343282,SUMO3,NO
A8MUM1,0.416340417,-0.042563704,EIPR1,NO
A8MUP8,0.330383583,-0.090005004,RARA,NO
A8MVW0,0.005988069,1.507273723,FAM171A2,NO
A8MXP9,0.015094295,-0.34923886,MATR3,NO
A8MXV4,0.005289088,0.476013467,NUDT19,NO
A8MYS5,0.003470154,-0.942879382,PGAP2,NO
A9IYQ1,0.05936205,-0.410048323,PDS5B,NO
A9X3U0,0.622673542,-0.022533269,RNF185,NO
B0QY91,0.000716425,0.994385499,MICALL1,NO
B0QY95,0.014671318,0.171722958,MIEF1,NO
B0QYK0,0.052167635,-0.053780336,EWSR1,NO
B0QZ18,0.00033518,0.769266127,CPNE1,NO
B0YJ81,0.00861268,-0.521274565,HACD1,NO
B1AJY7,0.37598437,-0.069815004,PSMD10,NO
B1AK53,0.034676099,-0.808025591,ESPN,NO
B1AK88,0.0386514,0.114944748,CAPZB,NO
B1AKC9,0.006338362,0.840023945,EPHB2,NO
B1AKL4,0.006069266,-0.233986205,EIF4ENIF1,NO
B1AKR6,0.002287733,0.566639741,DYNLRB1,NO
B1ALA9,0.001196662,0.979159284,PRPS1,NO
B1ALY0,0.000424056,1.596286334,PALM2AKAP2,NO
B1ANH0,0.005763662,0.458158523,GUK1,NO
B1APM4,0.003103024,1.733586473,SOAT1,NO
B1AVT0,0.013302145,-0.381332064,CLK2,NO
B1AXG1,0.002702594,0.42083359,RPS6KA3,NO
B2WTI3,0.001112689,0.411404968,JMJD6,NO
B3KNS4,0.057015599,0.481813597,ERVK3-1,NO
B3KRD8,0.008879493,1.059053307,SEC14L2,NO
B3KS98,0.005160339,0.258635643,EIF3H,NO
B3KTM8,0.01350269,-0.311192911,MORF4L1,NO
B3KVL5,0.233748246,-0.14205066,ZCCHC10,NO
B3KVZ3,0.031130352,-0.185369674,CENPH,NO
B3KY94,0.015082659,-0.795409372,CDIPT,NO
B4DDF4,0.001061745,1.069354889,CNN2,NO
B4DEE8,0.021121316,-0.772039904,MGMT,NO
B4DHE8,0.000462013,-0.803845764,MSI2,NO
B4DJL6,0.160890158,-0.123174116,INTS14,NO
B4DKV7,0.011638891,-1.135348194,EPS8L1,NO
B4DR12,0.024757727,-0.498451193,MGRN1,NO
B4DR61,0.203184321,0.101140302,SEC61A1,NO
B4DUA7,0.120680603,0.127099076,MED29,NO
B4DY09,0.006061432,-0.277010092,ILF2,NO
B4E3T4,0.007148144,-0.949575157,RBPMS,NO
B5MBW9,0.004945208,0.723105674,CHCHD10,NO
B5MBX0,0.076646081,-0.106922858,CDCA5,NO
B5MC59,0.003234482,0.404682956,RPA3,NO
B5MCF9,0.088964281,-0.107865425,PES1,NO
B5MCR8,0.154256848,-0.253238509,SLC30A6,NO
B5MCW2,0.020070264,0.170951959,RPL3,NO
B5MDU6,0.011630113,-0.922050749,LDAH,NO
B7Z1T1,0.011886226,-1.002590463,GET1,NO
B7Z2J6,0.003719151,-0.455571775,ZMYND11,NO
B7Z3R2,0.264708046,0.136775035,TPCN1,NO
B7Z5R6,0.010235266,0.55521271,NBR1,NO
B7Z6R6,0.04863856,0.43082939,TTC26,NO
B7Z6Z4,0.009388438,0.748292939,MYL6,NO
B7Z7F3,0.002480607,1.222866164,RANBP3,NO
B7ZAX5,0.002515969,0.394330561,GALK2,NO
B7ZBM3,0.002971072,-1.389903581,FOXP4,NO
B7ZC38,0.012786405,-0.738781902,SH3GLB2,NO
B7ZKQ9,0.004757875,-0.444216298,SCARB1,NO
B7ZL31,0.225931959,-0.08504676,CLK4,NO
B7ZLI8,0.075014005,0.211573635,STK19,NO
B7ZLQ5,0.001629372,1.296937257,SMARCA1,NO
B7ZM99,0.038821614,-0.227713459,MTHFD1L,NO
B8ZWD1,0.155270345,-0.18166848,DBI,NO
B8ZZ31,0.362896409,-0.108187357,PIGQ,NO
B8ZZL5,0.034338793,1.500568901,MITD1,NO
B8ZZU6,0.031807344,-0.290345019,ATF2,NO
B8ZZX2,0.007521296,-0.674006179,COQ10B,NO
B9EGE7,0.0142004,0.236532071,ZNF507,NO
B9EGL1,0.010077415,-1.20514963,DLG4,NO
C6GKH1,0.00519665,2.473787515,IL32,NO
C8C3P2,0.038323612,0.186150791,DPF1,NO
C9J031,0.027162221,0.296732967,MKRN1,NO
C9J0J7,0.012599208,0.324647349,PFN2,NO
C9J2C0,0.667274666,0.082726358,TUBA8,NO
C9J2P0,0.114677578,0.194920138,UBE2E1,NO
C9J2U0,0.005243423,1.165007755,CCNE1,NO
C9J2Y9,0.010784316,-0.236924114,POLR2B,NO
C9J384,0.882027376,-0.030348894,CMSS1,NO
C9J3D7,0.013406391,-0.944009197,CROT,NO
C9J4X5,0.025046496,-0.269931889,ING2,NO
C9J5C3,0.010589305,-1.33142134,PDCD10,NO
C9J5X1,0.004005535,-0.570306714,IGF1R,NO
C9J5Y1,0.033015944,-0.652263346,TMPRSS2,NO
C9J879,0.194163638,-0.148635213,KDM4C,NO
C9J8E1,0.012715212,0.568389134,MAPKAPK3,NO
C9J991,0.04630383,0.246055645,CHST12,NO
C9JA28,0.750621739,-0.03146773,SSR3,NO
C9JBI3,0.002699613,1.109830163,PSPH,NO
C9JBX7,0.001183345,0.679375616,WDR45,NO
C9JBY7,0.057591049,-0.218428406,MRPS33,NO
C9JCC6,0.000836398,0.893572006,DRAP1,NO
C9JE98,0.000742874,-0.27556439,NCOR2,NO
C9JEL3,0.056202352,0.270699736,EIF4E2,NO
C9JEU5,0.178143288,0.201372887,FGG,NO
C9JFR7,0.027491731,0.290605775,CYCS,NO
C9JG97,0.132617358,-0.149989368,AAMP,NO
C9JI98,0.079745753,-0.375503471,TMEM238,NO
C9JIZ6,0.007756107,-0.560339615,PSAP,NO
C9JJ19,0.012057668,-0.335329718,MRPS34,NO
C9JJQ8,0.09438674,-0.249005501,TUBA4A,NO
C9JJX6,0.075858195,-0.510552992,ARVCF,NO
C9JKF1,0.056712382,0.455249073,SAMD9,NO
C9JLU1,0.838825765,-0.00926358,POLR2H,NO
C9JLV4,0.000606329,1.00918884,APAF1,NO
C9JM50,0.148327109,-0.495174722,KRT19,NO
C9JQ41,0.001925523,0.663477647,MIX23,NO
C9JQD4,0.018000462,-0.20377397,PPIH,NO
C9JRJ5,0.026959334,-0.48944477,LIMD1,NO
C9JRZ6,0.064596234,-0.214515174,CHCHD3,NO
C9JVC9,0.008720325,-0.20343617,CACNA2D2,NO
C9JVW0,0.466483448,0.067412225,INAFM1,NO
C9JWC4,0.507539814,0.201957201,HJURP,NO
C9JWG4,0.001655148,2.811881354,SLC38A5,NO
C9JYQ9,0.001750015,-0.580922506,RPL22L1,NO
C9JYY6,0.002049328,-1.115853542,NRCAM,NO
C9JZR2,0.833907354,0.007339143,CTNND1,NO
C9JZY6,0.004296492,1.20667223,UBE2H,NO
D1MQ08,0.04300614,0.178615268,KCNN4,NO
D2CGD1,0.439682231,0.108598939,FGFR2,NO
D3DPS3,0.008427786,0.642919494,MAP7D1,NO
D3DQV9,0.00134004,0.69881088,EIF4G2,NO
D3YTB1,0.311999685,-0.017887859,RPL32,NO
D3YTB5,0.040042973,0.194210789,IRAK1,NO
D3YTC9,0.003119997,1.54998542,ANKRD54,NO
D6RA89,0.140765674,-0.112971955,PEX10,NO
D6RAN1,0.001014682,1.358621515,PDLIM7,NO
D6RAN8,0.006958243,-0.437622661,MRPL27,NO
D6RAR6,0.03379991,0.451841598,FASTKD3,NO
D6RB01,0.013995428,0.232791366,FAM169A,NO
D6RBW1,0.020208168,0.363171049,EIF4E,NO
D6RCM5,0.803246923,-0.044077415,RWDD4,NO
D6RDH5,0.000348741,1.998688704,GNGT2,NO
D6RDX7,0.001458932,-0.389478164,EMB,NO
D6RER5,0.003697442,0.350764201,SEPTIN11,NO
D6REX3,0.001868082,0.537531154,SEC31A,NO
D6RFL2,0.01172129,-1.421739944,LYRM9,NO
D6RFL4,0.350311734,-0.176817358,CD14,NO
D6RHI9,0.00230984,-1.882301413,RNASET2,NO
D6RIY7,0.006527306,-0.501406232,TUSC3,NO
E1P5H9,0.865191497,-0.006467304,SLCO4A1,NO
E2QRF9,0.067351497,0.181480529,GMNN,NO
E5RFK5,0.29219031,-0.064698998,CCNC,NO
E5RG12,0.00037203,1.919379508,KHDRBS3,NO
E5RGC1,0.670492885,-0.01634438,FBXW11,NO
E5RGN3,0.040517177,0.220091839,ATOX1,NO
E5RGR0,0.000333879,0.73077938,LYPLA1,NO
E5RGY0,0.054767139,-0.20565356,DERL1,NO
E5RHM5,0.006984476,-0.407122849,CHCHD7,NO
E5RI87,0.276096923,-0.117374473,RNF130,NO
E5RI94,0.023437153,0.336338153,TBC1D31,NO
E5RI98,0.275891505,-0.059973279,NPM1,NO
E5RIH5,0.003049292,0.759577636,TTI2,NO
E5RJ29,0.076103597,0.53680761,PSD3,NO
E5RJR5,0.020724825,-0.319229049,SKP1,NO
E5RK27,0.628761318,0.103616736,VDAC3,NO
E5RK69,0.000836861,1.061836106,ANXA6,NO
E7EM64,0.336711128,-0.063052554,COPS6,NO
E7EMN6,0.006543457,-0.293686299,PPP1R2,NO
E7EMP6,0.033425908,-0.424176992,HMCES,NO
E7EMW7,0.403866872,0.087713524,UBR5,NO
E7EN19,0.000332621,1.111424079,MAP4K4,NO
E7EN86,0.049031441,-0.177388016,ZNF143,NO
E7EN96,0.008523374,0.235439968,MED22,NO
E7ENY0,0.000778048,0.875595945,ADD1,NO
E7EP35,0.004021851,0.884183676,LRRC42,NO
E7EPT4,0.015281305,-0.55229414,NDUFV2,NO
E7EPV7,0.008752754,2.574881471,SNCA,NO
E7EQ69,0.009317852,0.6105291,NAA50,NO
E7EQB3,0.002857217,-0.953455802,TSEN34,NO
E7EQN5,0.002129112,0.778715419,ARHGAP4,NO
E7EQT4,0.025846978,-0.323577991,ACIN1,NO
E7EQY4,0.009087409,-0.627297067,MTA3,NO
E7ER26,0.004351606,-1.243510268,PRDM15,NO
E7ERS3,0.008346159,-0.953468143,ZC3H18,NO
E7ESC6,0.074678433,0.141453917,XPO7,NO
E7ESJ3,0.026932107,-0.548428856,ANKRD26,NO
E7ESW6,0.003585917,-0.822360263,WDR87,NO
E7ETE0,0.046223918,-0.345486819,METTL8,NO
E7ETU9,0.480823048,-0.038487061,PLOD2,NO
E7ETY2,0.007057322,0.24104005,TCOF1,NO
E7ETY7,0.004729504,1.908268587,GPX8,NO
E7EU96,0.00037203,0.492250644,CSNK2A1,NO
E7EUC7,0.048014809,0.228233345,UGP2,NO
E7EUI6,0.010703655,0.210476798,ITGB1,NO
E7EUM2,0.002132063,1.895127162,BRCA1,NO
E7EVC7,0.008449671,0.283075156,ATG16L1,NO
E7EVH7,0.012935,0.439593944,,NO
E7EVJ4,0.241341432,0.048885604,STAU2,NO
E7EW18,0.000518202,0.899756248,POLB,NO
E7EW99,0.00150928,1.184081192,PRAME,NO
E7EWC2,0.023129865,0.61422101,IQGAP2,NO
E7EWD6,0.281854198,-0.25736731,ASXL2,NO
E7EWW0,0.009670733,0.733838535,VPS35L,NO
E7EWX8,0.020491068,0.837544331,MGLL,NO
E7EX17,0.357900036,0.064569269,EIF4B,NO
E7EX44,0.000772778,2.446059294,CALD1,NO
E9PB61,0.010589305,-0.478068951,ALYREF,NO
E9PC62,0.007970762,-0.717789788,CELF2,NO
E9PCX5,0.088255232,0.32626299,TMEM161B,NO
E9PD50,0.01843064,-0.48592774,SMG7,NO
E9PDF6,0.005090729,-0.569846951,MYO1B,NO
E9PDP5,0.095982582,0.573411429,ANKHD1,NO
E9PEI0,0.003391686,-0.825928267,CDCA2,NO
E9PEP6,0.03002508,0.174052539,NRP1,NO
E9PEY4,0.436899111,-0.037892112,DTNB,NO
E9PF32,0.001320985,1.347271083,DENND3,NO
E9PFK9,0.002965667,0.959818668,RABGEF1,NO
E9PFR3,0.017520266,0.253111984,PPP2R5D,NO
E9PGC5,0.000626616,-0.530811504,PTPRK,NO
E9PGC8,0.000394781,0.589543888,MAP1A,NO
E9PGM4,0.004846287,0.618693261,GBE1,NO
E9PGQ0,0.719285131,0.032735723,SLC25A44,NO
E9PGT6,0.034559676,-0.141953547,COPS8,NO
E9PH99,0.001827519,0.518865063,ZNF451,NO
E9PHA2,0.039761951,0.119394166,NCAPH,NO
E9PHH8,0.003953104,-0.759719435,PIAS3,NO
E9PHV5,0.008102484,0.309390012,ITPRID2,NO
E9PHY5,0.001445012,0.894290401,EPB41L2,NO
E9PHY8,0.008859644,0.300152999,MROH1,NO
E9PIA0,0.002543431,0.466486207,MKNK1,NO
E9PIE3,0.002279706,0.924396482,CAVIN3,NO
E9PIE4,0.009864926,-0.743356136,MTCH2,NO
E9PIM0,0.001458932,-1.387750015,CREBZF,NO
E9PIN5,0.001168806,-1.026955627,TP53I11,NO
E9PIP3,0.006223085,1.273145739,GPSM3,NO
E9PJD7,0.044992732,0.165667475,CYHR1,NO
E9PJM3,0.059528213,-0.40282037,FBXO3,NO
E9PJX4,0.023199609,-0.0777895,FGD4,NO
E9PK25,0.397408936,0.095600274,CFL1,NO
E9PK54,0.212915725,0.113012027,HSPA8,NO
E9PK67,0.013947667,0.288155268,PARP10,NO
E9PK73,0.032911659,-0.373899268,SDHD,NO
E9PK91,0.017286157,-0.354846395,BCLAF1,NO
E9PKC0,0.008859644,0.410135563,PLEKHA7,NO
E9PKD5,0.003366819,1.198292909,PSMC3,NO
E9PKG1,0.03075551,-0.326409078,PRMT1,NO
E9PKQ5,0.423938929,-0.111633727,CCDC90B,NO
E9PKV8,0.001601626,0.568181214,TTC9C,NO
E9PL09,0.672004829,-0.040501614,RPS3,NO
E9PL57,0.00961335,0.370411818,NEDD8-MDP1,NO
E9PLK3,0.035673179,0.185381995,NPEPPS,NO
E9PM05,0.113379722,0.196987445,EI24,NO
E9PM19,0.012779905,0.277501125,TYK2,NO
E9PM62,0.000898712,1.49992724,WLS,NO
E9PMB9,0.001885223,2.120987362,ME3,NO
E9PMH5,0.002459459,0.720858291,BIRC2,NO
E9PMI6,0.000900306,0.55752193,CLNS1A,NO
E9PMQ6,0.006766659,0.5846293,HSF1,NO
E9PN10,0.010228772,-0.448245817,EBAG9,NO
E9PN41,0.003925379,1.141820882,TSPAN4,NO
E9PN48,0.011323505,-2.713303731,ARFGAP2,NO
E9PN58,0.007516816,-0.570691398,SIRT3,NO
E9PN89,0.003161857,0.747841637,HSPA8,NO
E9PNF7,0.000626616,0.598629413,PRCP,NO
E9PNP3,0.005175903,0.632572964,AAMDC,NO
E9PQ01,0.243454024,-0.166176514,PCF11,NO
E9PQY3,0.023134316,-0.34604914,ACP2,NO
E9PR71,0.020740889,0.25459727,UVRAG,NO
E9PRG8,0.567911852,0.034161939,C11orf98,NO
E9PRJ8,0.12495422,-0.089446114,CD81,NO
E9PRY8,0.000648428,1.084988793,EEF1D,NO
E9PS11,0.001350086,0.835333976,YIF1A,NO
E9PS76,0.015256448,0.30555097,EIF1AD,NO
E9PS97,0.001021091,1.304342082,PARVA,NO
E9PSH4,0.003054855,0.588899714,MAF1,NO
E9PSI1,0.001568014,-0.616767091,,NO
F2Z2Y4,0.137031512,0.099340208,PDXK,NO
F2Z3H6,0.257521393,-0.178274064,BCL7B,NO
F5GWD3,0.000680087,0.367490008,GTF2H3,NO
F5GWN5,0.010819413,-0.417864345,PIK3C2B,NO
F5GWT4,0.000545797,0.998262651,WNK1,NO
F5GX71,0.000924701,0.829097806,MPI,NO
F5GXE4,0.00881809,0.261610909,ATE1,NO
F5GXK7,0.734074188,-0.142832155,UBC,NO
F5GXT1,0.027302585,-0.310132663,CD9,NO
F5GXX5,0.07121132,-0.254135309,DAD1,NO
F5GY05,0.121252363,-0.128105901,FAM120B,NO
F5GYA2,0.001543601,-0.634786992,UNG,NO
F5GYQ1,0.011118407,-0.207992041,ATP6V0D1,NO
F5GYW0,0.015063764,1.332289942,CEP57,NO
F5GYX3,0.000716329,2.496631795,SEMA7A,NO
F5GZ78,0.002507678,1.424736775,PXN,NO
F5GZ97,0.007004255,0.394718537,WASHC3,NO
F5GZS6,0.00182699,-0.911347276,SLC3A2,NO
F5H0R1,0.880287055,-0.019618242,TUT1,NO
F5H0S8,0.03765651,0.758182801,GNB3,NO
F5H0V4,0.01970193,0.741372109,MLXIP,NO
F5H212,0.001512825,0.927154909,HIVEP1,NO
F5H269,0.096685522,-0.257494526,DMXL1,NO
F5H2F4,0.584357164,0.044611343,MTHFD1,NO
F5H2X7,0.003666641,-0.501026321,CIZ1,NO
F5H345,0.505394358,0.036952581,HMBS,NO
F5H365,0.001619243,0.509720481,SEC23A,NO
F5H385,0.004420821,-0.75835499,SLC39A3,NO
F5H4F1,0.243473192,0.151069658,RAD9A,NO
F5H538,0.00513202,0.410377844,MAP3K4,NO
F5H5D3,0.011715482,0.532091497,TUBA1C,NO
F5H5I6,0.025399132,-0.224125577,GRSF1,NO
F5H5N1,0.156100054,-0.141943412,NDUFS7,NO
F5H5P2,0.011152857,-0.473862477,,NO
F5H6G4,0.373928788,-0.067877084,RMND5B,NO
F5H757,0.000443639,-1.053807863,CYB561,NO
F5H7W8,0.003757819,0.122917935,C12orf43,NO
F5H867,0.528605288,-0.035155167,SLC3A2,NO
F5H875,0.064590871,0.165600844,CHMP1A,NO
F5H8D7,0.116184253,-0.19351049,XRCC1,NO
F5H8H2,0.10889932,-0.13864224,MVK,NO
F6PQP6,0.013869931,-0.203723679,EPN2,NO
F6RP06,0.02327948,-0.5026622,BNIP3,NO
F6S7C4,0.019984666,-0.292921905,SUPT20H,NO
F6SL11,0.017900077,-0.828519598,SLC25A14,NO
F6T1Q0,0.002074205,0.668988432,PDE12,NO
F6T7Q3,0.009265692,0.925872588,FKBP1A,NO
F6TB26,0.006338362,-0.990557712,TDRKH,NO
F6TLX2,0.006300607,0.729933244,GLOD4,NO
F6U1T9,0.03292174,-0.374971662,PPP3R1,NO
F6UZG9,0.107496434,0.087222462,FBH1,NO
F6WE04,0.016939664,0.572861505,TTC39A,NO
F6Y5H0,0.002460964,1.721687427,RBMS1,NO
F8U8C0,0.760196969,0.025878409,TNFRSF10A,NO
F8VP71,0.016210299,0.202084325,LETMD1,NO
F8VQX6,0.00542368,-1.358121031,METTL7A,NO
F8VS78,0.094310089,-0.201037957,TSPAN31,NO
F8VSI7,0.006926707,-1.602377481,TMBIM6,NO
F8VU11,0.371834626,-0.225426963,PRPF40B,NO
F8VU90,0.001156331,0.563370389,FKBP11,NO
F8VUJ3,0.543240762,-0.097173839,POC1B-GALNT4,NO
F8VV52,0.094863361,0.089440684,CNOT2,NO
F8VWK8,0.002557226,0.478743674,CD63,NO
F8VXC8,0.004554849,-0.588691101,SMARCC2,NO
F8VXI9,0.00786733,0.527095167,GIT2,NO
F8VXU5,0.007512339,0.492550908,VPS29,NO
F8VXY6,0.001885223,-1.027654564,ZCRB1,NO
F8VYL4,0.01726832,0.204091321,TGIF1,NO
F8W050,0.054874032,0.793511556,NCKAP1L,NO
F8W0P7,0.256878441,-0.122199307,ATP5F1B,NO
F8W0Q9,0.004296492,-0.386930628,PPHLN1,NO
F8W689,0.044055824,-0.0904156,RFX5,NO
F8W6A0,0.188124015,-0.120857236,PPHLN1,NO
F8W785,0.006370893,-2.043434108,GOLIM4,NO
F8W7C6,0.021342213,0.41692978,RPL10,NO
F8W7Q4,0.441819258,-0.040523057,FAM162A,NO
F8W7U3,0.00134004,0.636138888,WASHC2A,NO
F8W8A5,0.006573992,-0.29373759,DONSON,NO
F8W8H5,0.127506148,-0.168839911,RAB24,NO
